,dataset,model,annotator,precision,recall,f1_score,y_labels,order
24,concept_problem_extraction,alpaca-7b,Annotator_1,0.10918328124718948,0.24786834795711432,0.11855063223652003,Alpaca (7b),3
26,concept_problem_extraction,alpaca-7b,Annotator_11,0.19658622651419994,0.24320519843301647,0.18619892860109055,Alpaca (7b),3
27,concept_problem_extraction,alpaca-7b,Annotator_12,0.0998803121070971,0.20334832493617305,0.11109505058188747,Alpaca (7b),3
28,concept_problem_extraction,alpaca-7b,Annotator_2,0.09290084217666413,0.2547085337658262,0.12433151254138355,Alpaca (7b),3
30,concept_problem_extraction,alpaca-7b,Annotator_4,0.09858211125167456,0.19615809308803808,0.11882342203413018,Alpaca (7b),3
31,concept_problem_extraction,alpaca-7b,Annotator_5,0.1089021902312811,0.2483446297606234,0.12633603868540907,Alpaca (7b),3
32,concept_problem_extraction,alpaca-7b,Annotator_6,0.1790150627850092,0.2633551809007,0.18215599804832525,Alpaca (7b),3
33,concept_problem_extraction,alpaca-7b,Annotator_7,0.13344298673444913,0.17433833642052032,0.1419002621279787,Alpaca (7b),3
34,concept_problem_extraction,alpaca-7b,Annotator_8,0.12470742761117741,0.24143029451175416,0.14326676396632937,Alpaca (7b),3
25,concept_problem_extraction,alpaca-7b,Annotator_10,0.11304021905296714,0.3172013426608787,0.12389045179691736,Alpaca (7b),3
360,medication_extraction,alpaca-7b,Annotator_1,0.10386332403020944,0.19774569974385167,0.19328850887577967,Alpaca (7b),3
35,concept_problem_extraction,alpaca-7b,Annotator_9,0.07621327932205685,0.24257174881940874,0.10059270215464963,Alpaca (7b),3
115,concept_test_extraction,alpaca-7b,Annotator_5,0.07498481436608587,0.2639801223481196,0.09466166982786078,Alpaca (7b),3
114,concept_test_extraction,alpaca-7b,Annotator_4,0.06743711583458135,0.20888797715375873,0.08813234568336074,Alpaca (7b),3
113,concept_test_extraction,alpaca-7b,Annotator_3,0.04345383629531038,0.24616458855751594,0.060348567884125244,Alpaca (7b),3
112,concept_test_extraction,alpaca-7b,Annotator_2,0.08815395234557505,0.24071174361031467,0.11226920829817691,Alpaca (7b),3
111,concept_test_extraction,alpaca-7b,Annotator_12,0.07665241115118965,0.24503423463285018,0.1031445982951802,Alpaca (7b),3
110,concept_test_extraction,alpaca-7b,Annotator_11,0.08934262964343744,0.2522655018433275,0.11396041814975844,Alpaca (7b),3
109,concept_test_extraction,alpaca-7b,Annotator_10,0.05126918918188363,0.2960383359177314,0.06891076983840291,Alpaca (7b),3
108,concept_test_extraction,alpaca-7b,Annotator_1,0.047373783051845426,0.2528393499369635,0.07225240334379275,Alpaca (7b),3
116,concept_test_extraction,alpaca-7b,Annotator_6,0.08238845297455014,0.23887993131047075,0.09806268627703645,Alpaca (7b),3
192,concept_treatment_extraction,alpaca-7b,Annotator_1,0.0547767868069788,0.24955184862794336,0.07154327746513937,Alpaca (7b),3
118,concept_test_extraction,alpaca-7b,Annotator_8,0.13759935981935625,0.2420125799985436,0.14070720152394095,Alpaca (7b),3
119,concept_test_extraction,alpaca-7b,Annotator_9,0.056284656635103125,0.26161421854978584,0.07442399309298646,Alpaca (7b),3
117,concept_test_extraction,alpaca-7b,Annotator_7,0.1284860382220663,0.21155622008138314,0.13354456950262375,Alpaca (7b),3
203,concept_treatment_extraction,alpaca-7b,Annotator_9,0.03370479268935614,0.19019062294510602,0.05737127292020589,Alpaca (7b),3
202,concept_treatment_extraction,alpaca-7b,Annotator_8,0.05876902180165653,0.2372441543961888,0.07768667830563085,Alpaca (7b),3
193,concept_treatment_extraction,alpaca-7b,Annotator_10,0.04197604420624379,0.29513583283202977,0.06343313351355888,Alpaca (7b),3
194,concept_treatment_extraction,alpaca-7b,Annotator_11,0.11065599967310015,0.24668865799641307,0.13609927450220588,Alpaca (7b),3
201,concept_treatment_extraction,alpaca-7b,Annotator_7,0.06983757594201999,0.16534946425613084,0.09853193431655598,Alpaca (7b),3
195,concept_treatment_extraction,alpaca-7b,Annotator_12,0.04833696776198429,0.1754687657389442,0.06229612946712511,Alpaca (7b),3
196,concept_treatment_extraction,alpaca-7b,Annotator_2,0.07366044287355432,0.21726720983058714,0.09132465687678086,Alpaca (7b),3
197,concept_treatment_extraction,alpaca-7b,Annotator_3,0.03095698974066495,0.19537943481914677,0.0507096908809827,Alpaca (7b),3
198,concept_treatment_extraction,alpaca-7b,Annotator_4,0.06557279395370316,0.1752895607165175,0.09939910016552514,Alpaca (7b),3
199,concept_treatment_extraction,alpaca-7b,Annotator_5,0.04972126679535582,0.2163766649853459,0.07690182652236148,Alpaca (7b),3
200,concept_treatment_extraction,alpaca-7b,Annotator_6,0.12009433836577592,0.2872886324621458,0.14957200244259009,Alpaca (7b),3
219,concept_treatment_extraction,clinical-camel-7b,Annotator_12,0.32841547193374665,0.2921376842006204,0.2387319518527294,Clin-Camel (13b),4
220,concept_treatment_extraction,clinical-camel-7b,Annotator_2,0.20136182919821666,0.18942230116427863,0.25381362641592875,Clin-Camel (13b),4
221,concept_treatment_extraction,clinical-camel-7b,Annotator_3,0.05581862142982027,0.2860537301241023,0.07662186072369326,Clin-Camel (13b),4
222,concept_treatment_extraction,clinical-camel-7b,Annotator_4,0.5543183605557467,0.3325249143227218,0.3723549393333458,Clin-Camel (13b),4
223,concept_treatment_extraction,clinical-camel-7b,Annotator_5,0.04089481835190725,0.2942631847075954,0.053482281562315444,Clin-Camel (13b),4
224,concept_treatment_extraction,clinical-camel-7b,Annotator_6,0.5746307151004457,0.43610170418254646,0.46870896452865024,Clin-Camel (13b),4
225,concept_treatment_extraction,clinical-camel-7b,Annotator_7,0.22313052287154686,0.1935342332825896,0.24048426475734672,Clin-Camel (13b),4
226,concept_treatment_extraction,clinical-camel-7b,Annotator_8,0.212878945410615,0.3039805303212276,0.18439437448684753,Clin-Camel (13b),4
50,concept_problem_extraction,clinical-camel-7b,Annotator_11,0.41529246581934365,0.33173475912144673,0.33252594053282086,Clin-Camel (13b),4
51,concept_problem_extraction,clinical-camel-7b,Annotator_12,0.4129590127827453,0.29292618286827654,0.31291663688847604,Clin-Camel (13b),4
52,concept_problem_extraction,clinical-camel-7b,Annotator_2,0.318851631191905,0.2573451020875744,0.25387704176228576,Clin-Camel (13b),4
384,medication_extraction,clinical-camel-7b,Annotator_1,0.12189236778203205,0.22500597865536803,0.22034669141837512,Clin-Camel (13b),4
218,concept_treatment_extraction,clinical-camel-7b,Annotator_11,0.18715945131518788,0.3409483703343987,0.2029536410868217,Clin-Camel (13b),4
217,concept_treatment_extraction,clinical-camel-7b,Annotator_10,0.039160845856398466,0.1188145345302916,0.12936592992320028,Clin-Camel (13b),4
216,concept_treatment_extraction,clinical-camel-7b,Annotator_1,0.044624101121320356,0.1591666768844797,0.10430937567005386,Clin-Camel (13b),4
49,concept_problem_extraction,clinical-camel-7b,Annotator_10,0.32033560662712324,0.2876237245114696,0.295440562483365,Clin-Camel (13b),4
48,concept_problem_extraction,clinical-camel-7b,Annotator_1,0.27984763110327493,0.23408515131573754,0.29015848926799903,Clin-Camel (13b),4
132,concept_test_extraction,clinical-camel-7b,Annotator_1,0.008568697210850743,0.06898480208242197,0.01958095799372606,Clin-Camel (13b),4
133,concept_test_extraction,clinical-camel-7b,Annotator_10,0.0396499063183176,0.1053901501003221,0.0754032130976715,Clin-Camel (13b),4
134,concept_test_extraction,clinical-camel-7b,Annotator_11,0.12995930447639328,0.20832242189409925,0.11902429197224648,Clin-Camel (13b),4
135,concept_test_extraction,clinical-camel-7b,Annotator_12,0.08747667403164282,0.16500840658957783,0.07203565093120115,Clin-Camel (13b),4
136,concept_test_extraction,clinical-camel-7b,Annotator_2,0.08140831956220328,0.2154801334127681,0.079834464057939,Clin-Camel (13b),4
137,concept_test_extraction,clinical-camel-7b,Annotator_3,0.03410994455716542,0.26133379453477595,0.036140477487271526,Clin-Camel (13b),4
138,concept_test_extraction,clinical-camel-7b,Annotator_4,0.3209162387210264,0.23674848874678908,0.1962014186608423,Clin-Camel (13b),4
139,concept_test_extraction,clinical-camel-7b,Annotator_5,0.01891059402522773,0.21249722058716627,0.02183681785621454,Clin-Camel (13b),4
140,concept_test_extraction,clinical-camel-7b,Annotator_6,0.27501128193467667,0.2739554686884737,0.18509391165198075,Clin-Camel (13b),4
141,concept_test_extraction,clinical-camel-7b,Annotator_7,0.2106057041834766,0.2867223353600042,0.180935097817923,Clin-Camel (13b),4
53,concept_problem_extraction,clinical-camel-7b,Annotator_3,0.3625403455298567,0.28028804176145755,0.29286284607753427,Clin-Camel (13b),4
54,concept_problem_extraction,clinical-camel-7b,Annotator_4,0.5133510741471913,0.29229716652136095,0.3249427850641133,Clin-Camel (13b),4
56,concept_problem_extraction,clinical-camel-7b,Annotator_6,0.5059116964642253,0.3207566637266082,0.34924081173681293,Clin-Camel (13b),4
389,medication_extraction,clinical-camel-7b,Annotator_3,0.6268074367423169,0.5626169383338511,0.5454048916705521,Clin-Camel (13b),4
388,medication_extraction,clinical-camel-7b,Annotator_2,0.79039726111784,0.5812658103927767,0.6438201191278895,Clin-Camel (13b),4
387,medication_extraction,clinical-camel-7b,Annotator_12,0.3732178554069688,0.4210615812355779,0.3668567348566131,Clin-Camel (13b),4
386,medication_extraction,clinical-camel-7b,Annotator_11,0.24115078938340476,0.3027423232583989,0.2973828870489155,Clin-Camel (13b),4
385,medication_extraction,clinical-camel-7b,Annotator_10,0.5202664957219878,0.48345661414988794,0.47353143171592144,Clin-Camel (13b),4
468,risk_factor_cad_extraction,clinical-camel-7b,Annotator_1,0.07361460088000586,0.8006375553521232,0.06960222365806597,Clin-Camel (13b),4
469,risk_factor_cad_extraction,clinical-camel-7b,Annotator_10,0.13416884630398285,0.8534834039792139,0.14354083092485953,Clin-Camel (13b),4
470,risk_factor_cad_extraction,clinical-camel-7b,Annotator_11,0.06108425405396965,0.8776208615337527,0.09113874737149037,Clin-Camel (13b),4
471,risk_factor_cad_extraction,clinical-camel-7b,Annotator_12,0.08490926352534833,0.8485719469616976,0.10773041238863804,Clin-Camel (13b),4
472,risk_factor_cad_extraction,clinical-camel-7b,Annotator_2,0.06746658198363292,0.8271474007614205,0.09091840601288097,Clin-Camel (13b),4
473,risk_factor_cad_extraction,clinical-camel-7b,Annotator_3,0.13513427318775964,0.8594707983351196,0.15108775712618305,Clin-Camel (13b),4
474,risk_factor_cad_extraction,clinical-camel-7b,Annotator_4,0.13313058482971685,0.844415504041925,0.14887723187923368,Clin-Camel (13b),4
475,risk_factor_cad_extraction,clinical-camel-7b,Annotator_5,0.18547292683571512,0.7849910109805447,0.16856527917370293,Clin-Camel (13b),4
476,risk_factor_cad_extraction,clinical-camel-7b,Annotator_6,0.17248140488127192,0.8754591509805605,0.1877822548562609,Clin-Camel (13b),4
477,risk_factor_cad_extraction,clinical-camel-7b,Annotator_7,0.040171413732951196,0.811551988521458,0.051624046494448496,Clin-Camel (13b),4
478,risk_factor_cad_extraction,clinical-camel-7b,Annotator_8,0.20173227674515154,0.7843958366928832,0.17356512298696522,Clin-Camel (13b),4
479,risk_factor_cad_extraction,clinical-camel-7b,Annotator_9,0.04950894561575698,0.8634934294581004,0.07440061577009856,Clin-Camel (13b),4
390,medication_extraction,clinical-camel-7b,Annotator_4,0.7691821748613391,0.562029706890289,0.6196661090385391,Clin-Camel (13b),4
391,medication_extraction,clinical-camel-7b,Annotator_5,0.4753108585846462,0.4477885689990806,0.43852420342987747,Clin-Camel (13b),4
392,medication_extraction,clinical-camel-7b,Annotator_6,0.8291451083322418,0.5848488757936443,0.6656673718259113,Clin-Camel (13b),4
393,medication_extraction,clinical-camel-7b,Annotator_7,0.7641945710609829,0.5703944050334918,0.6172295506873707,Clin-Camel (13b),4
57,concept_problem_extraction,clinical-camel-7b,Annotator_7,0.5215040585486223,0.3080750223178004,0.34758893764716337,Clin-Camel (13b),4
58,concept_problem_extraction,clinical-camel-7b,Annotator_8,0.3837020425497165,0.3038408289381485,0.2810081977025062,Clin-Camel (13b),4
55,concept_problem_extraction,clinical-camel-7b,Annotator_5,0.3298864111401884,0.27832202442967857,0.24106221647574527,Clin-Camel (13b),4
59,concept_problem_extraction,clinical-camel-7b,Annotator_9,0.3263226279541704,0.3064952642208086,0.27580852390547994,Clin-Camel (13b),4
143,concept_test_extraction,clinical-camel-7b,Annotator_9,0.2675469152273924,0.24205436489014923,0.16082560869061846,Clin-Camel (13b),4
395,medication_extraction,clinical-camel-7b,Annotator_9,0.6818450655312858,0.5466537517149966,0.5630967441494655,Clin-Camel (13b),4
227,concept_treatment_extraction,clinical-camel-7b,Annotator_9,0.07243093248455612,0.08502195504462474,0.04842487763863038,Clin-Camel (13b),4
394,medication_extraction,clinical-camel-7b,Annotator_8,0.8555797184561212,0.5588734908018621,0.6543864840126399,Clin-Camel (13b),4
142,concept_test_extraction,clinical-camel-7b,Annotator_8,0.3462083654610954,0.2885325194119485,0.2593009677050757,Clin-Camel (13b),4
36,concept_problem_extraction,asclepius,Annotator_1,0.27456879124169675,0.33732840916502604,0.2602854629094399,Asclepius (7b),5
130,concept_test_extraction,asclepius,Annotator_8,0.16756079314404523,0.26061210605651947,0.20454494456124533,Asclepius (7b),5
467,risk_factor_cad_extraction,asclepius,Annotator_9,0.04757943296383407,0.8564986017840843,0.06929799479584353,Asclepius (7b),5
466,risk_factor_cad_extraction,asclepius,Annotator_8,0.05985145841346074,0.8233571801597334,0.07733695357747866,Asclepius (7b),5
465,risk_factor_cad_extraction,asclepius,Annotator_7,0.0319723080988712,0.8595946714653236,0.045967823332378754,Asclepius (7b),5
464,risk_factor_cad_extraction,asclepius,Annotator_6,0.04951402114451699,0.8602828624658669,0.07126738745686333,Asclepius (7b),5
463,risk_factor_cad_extraction,asclepius,Annotator_5,0.05107217539427217,0.8517347605348299,0.06625622425213105,Asclepius (7b),5
462,risk_factor_cad_extraction,asclepius,Annotator_4,0.05262738740305871,0.8645865189844607,0.07349785170962042,Asclepius (7b),5
461,risk_factor_cad_extraction,asclepius,Annotator_3,0.03955078600907884,0.8545410763614913,0.06092553474946825,Asclepius (7b),5
460,risk_factor_cad_extraction,asclepius,Annotator_2,0.053621338556160816,0.8617375683810522,0.07538415023619424,Asclepius (7b),5
459,risk_factor_cad_extraction,asclepius,Annotator_12,0.028441212127824175,0.8605785628335343,0.04554919671966781,Asclepius (7b),5
458,risk_factor_cad_extraction,asclepius,Annotator_11,0.04217920481300466,0.8766450698560379,0.06270962413183297,Asclepius (7b),5
457,risk_factor_cad_extraction,asclepius,Annotator_10,0.05306730561128901,0.8549491870149801,0.06675948424091944,Asclepius (7b),5
456,risk_factor_cad_extraction,asclepius,Annotator_1,0.026539109481734317,0.8634840335390015,0.043970133503909305,Asclepius (7b),5
120,concept_test_extraction,asclepius,Annotator_1,0.1611215217612616,0.2894357009619826,0.19691307920042156,Asclepius (7b),5
121,concept_test_extraction,asclepius,Annotator_10,0.15878685775646084,0.31482554053454836,0.19130420549154112,Asclepius (7b),5
122,concept_test_extraction,asclepius,Annotator_11,0.16527423965886737,0.30482024436003574,0.19819788166629027,Asclepius (7b),5
123,concept_test_extraction,asclepius,Annotator_12,0.17406907043298597,0.2885657046273439,0.1939737505197585,Asclepius (7b),5
124,concept_test_extraction,asclepius,Annotator_2,0.16611360674341907,0.29349493237474533,0.20427989986098818,Asclepius (7b),5
125,concept_test_extraction,asclepius,Annotator_3,0.09329576303968891,0.2578858044679158,0.1262228804964316,Asclepius (7b),5
126,concept_test_extraction,asclepius,Annotator_4,0.14819074258666168,0.27168223464839225,0.19791300198992637,Asclepius (7b),5
127,concept_test_extraction,asclepius,Annotator_5,0.15830370415296988,0.30481408182443565,0.1961460966202187,Asclepius (7b),5
128,concept_test_extraction,asclepius,Annotator_6,0.1819791068732518,0.2964480252844129,0.19585146921732907,Asclepius (7b),5
131,concept_test_extraction,asclepius,Annotator_9,0.17572237910727334,0.29059490174344554,0.1882298979480174,Asclepius (7b),5
129,concept_test_extraction,asclepius,Annotator_7,0.20532651440268793,0.31228378383086,0.23531748865591454,Asclepius (7b),5
383,medication_extraction,asclepius,Annotator_9,0.5578106195516702,0.6358086022043484,0.5577394386453229,Asclepius (7b),5
381,medication_extraction,asclepius,Annotator_7,0.5380084300107731,0.6130406123287799,0.5363992220975361,Asclepius (7b),5
205,concept_treatment_extraction,asclepius,Annotator_10,0.2603685055293099,0.43458088468873446,0.2874458682967163,Asclepius (7b),5
207,concept_treatment_extraction,asclepius,Annotator_12,0.38848041924338617,0.4632129451652519,0.34891144382016354,Asclepius (7b),5
208,concept_treatment_extraction,asclepius,Annotator_2,0.30477990531559623,0.3999876620815467,0.30904245154998156,Asclepius (7b),5
209,concept_treatment_extraction,asclepius,Annotator_3,0.19672717948978388,0.40031942159136275,0.2333338548408252,Asclepius (7b),5
210,concept_treatment_extraction,asclepius,Annotator_4,0.3648883511512299,0.4370529239033724,0.33727295948651703,Asclepius (7b),5
211,concept_treatment_extraction,asclepius,Annotator_5,0.28381051773653193,0.42663875494631764,0.305523720315632,Asclepius (7b),5
212,concept_treatment_extraction,asclepius,Annotator_6,0.38025474582721397,0.4780245544193878,0.370885339327782,Asclepius (7b),5
213,concept_treatment_extraction,asclepius,Annotator_7,0.2727674596021566,0.38733531800090293,0.2912365089343398,Asclepius (7b),5
214,concept_treatment_extraction,asclepius,Annotator_8,0.2894557878525178,0.42069358386774164,0.30287383079615915,Asclepius (7b),5
215,concept_treatment_extraction,asclepius,Annotator_9,0.23249319842304433,0.41056598389863563,0.26365752462605807,Asclepius (7b),5
39,concept_problem_extraction,asclepius,Annotator_12,0.2692280781943395,0.3254098024512863,0.2641157298885347,Asclepius (7b),5
40,concept_problem_extraction,asclepius,Annotator_2,0.3273483425358022,0.3354737943397972,0.2904838368977679,Asclepius (7b),5
41,concept_problem_extraction,asclepius,Annotator_3,0.22816205163611736,0.3438558124764978,0.23742560875703356,Asclepius (7b),5
42,concept_problem_extraction,asclepius,Annotator_4,0.23798684402241896,0.2928227580523879,0.23231520667677583,Asclepius (7b),5
43,concept_problem_extraction,asclepius,Annotator_5,0.24586621440789036,0.3375885360609672,0.25138039161894893,Asclepius (7b),5
44,concept_problem_extraction,asclepius,Annotator_6,0.2868356015659363,0.32664796186098993,0.2728730808529989,Asclepius (7b),5
45,concept_problem_extraction,asclepius,Annotator_7,0.26059371802860726,0.329734895959097,0.25133136803441897,Asclepius (7b),5
204,concept_treatment_extraction,asclepius,Annotator_1,0.2838240405523014,0.4149055590048001,0.2968331082339496,Asclepius (7b),5
382,medication_extraction,asclepius,Annotator_8,0.7171719591820671,0.6110528020527003,0.62234530789116,Asclepius (7b),5
46,concept_problem_extraction,asclepius,Annotator_8,0.22189311999506808,0.3098596343060511,0.22442584175058672,Asclepius (7b),5
47,concept_problem_extraction,asclepius,Annotator_9,0.23992434258482223,0.34197265114408953,0.25043766413136265,Asclepius (7b),5
206,concept_treatment_extraction,asclepius,Annotator_11,0.33446872632831876,0.4671271186219718,0.3506677315273211,Asclepius (7b),5
37,concept_problem_extraction,asclepius,Annotator_10,0.2630280958063689,0.3564320940326121,0.26194689852545516,Asclepius (7b),5
372,medication_extraction,asclepius,Annotator_1,0.5880297916956918,0.6235957314057058,0.5677483471046311,Asclepius (7b),5
373,medication_extraction,asclepius,Annotator_10,0.5677333212658584,0.6396110567104061,0.562076176010241,Asclepius (7b),5
374,medication_extraction,asclepius,Annotator_11,0.5788620417511631,0.6369374973216225,0.5648377072247942,Asclepius (7b),5
376,medication_extraction,asclepius,Annotator_2,0.5727410234077583,0.625591001218148,0.5640896973905128,Asclepius (7b),5
377,medication_extraction,asclepius,Annotator_3,0.5914328708363478,0.6349196459575821,0.5666508201830367,Asclepius (7b),5
375,medication_extraction,asclepius,Annotator_12,0.5132001522687699,0.6315564635373685,0.5311068171866627,Asclepius (7b),5
379,medication_extraction,asclepius,Annotator_5,0.5728659606432475,0.633741268807688,0.5634469650226187,Asclepius (7b),5
380,medication_extraction,asclepius,Annotator_6,0.6293720368739466,0.625646107864675,0.5880298220390182,Asclepius (7b),5
378,medication_extraction,asclepius,Annotator_4,0.525506907154032,0.6023433514360707,0.5206143441967488,Asclepius (7b),5
38,concept_problem_extraction,asclepius,Annotator_11,0.2883493910872215,0.3381352953933831,0.27482905373376476,Asclepius (7b),5
238,concept_treatment_extraction,medalpaca-7b,Annotator_8,0.25060834203817256,0.31906325867997504,0.21891231982621825,MedAlpaca (7b),6
236,concept_treatment_extraction,medalpaca-7b,Annotator_6,0.46854247854892506,0.3251582171677963,0.32725087981944034,MedAlpaca (7b),6
235,concept_treatment_extraction,medalpaca-7b,Annotator_5,0.19693803698449971,0.2634716237529828,0.19270951152807242,MedAlpaca (7b),6
234,concept_treatment_extraction,medalpaca-7b,Annotator_4,0.35325112072803816,0.30221622246313207,0.2515807577081795,MedAlpaca (7b),6
69,concept_problem_extraction,medalpaca-7b,Annotator_7,0.3533398658679366,0.252940777191981,0.2435827145458219,MedAlpaca (7b),6
68,concept_problem_extraction,medalpaca-7b,Annotator_6,0.37950489389974545,0.22850591545116045,0.24725011896896523,MedAlpaca (7b),6
67,concept_problem_extraction,medalpaca-7b,Annotator_5,0.26545333851497876,0.21177484357846807,0.21010947891359924,MedAlpaca (7b),6
66,concept_problem_extraction,medalpaca-7b,Annotator_4,0.3814237844339472,0.20782258414195906,0.23152631084728365,MedAlpaca (7b),6
237,concept_treatment_extraction,medalpaca-7b,Annotator_7,0.135525142705722,0.24744084697660865,0.14087695684153775,MedAlpaca (7b),6
239,concept_treatment_extraction,medalpaca-7b,Annotator_9,0.13208596239360942,0.29043001015600245,0.13692884192624954,MedAlpaca (7b),6
64,concept_problem_extraction,medalpaca-7b,Annotator_2,0.29023453088081713,0.2130456207858854,0.21893762323229554,MedAlpaca (7b),6
480,risk_factor_cad_extraction,medalpaca-7b,Annotator_1,0.158215775562941,0.7650399209958758,0.13350639110916082,MedAlpaca (7b),6
233,concept_treatment_extraction,medalpaca-7b,Annotator_3,0.08134007274588491,0.28699188422259125,0.10433401923415771,MedAlpaca (7b),6
481,risk_factor_cad_extraction,medalpaca-7b,Annotator_10,0.0657534658598731,0.8288823777876883,0.08312172240030943,MedAlpaca (7b),6
482,risk_factor_cad_extraction,medalpaca-7b,Annotator_11,0.08565247401360584,0.8306066179351529,0.10753360280224186,MedAlpaca (7b),6
483,risk_factor_cad_extraction,medalpaca-7b,Annotator_12,0.0814418247928977,0.8320215130920726,0.0995382048270373,MedAlpaca (7b),6
484,risk_factor_cad_extraction,medalpaca-7b,Annotator_2,0.17557987275873804,0.7658007056010033,0.14578411180853731,MedAlpaca (7b),6
485,risk_factor_cad_extraction,medalpaca-7b,Annotator_3,0.05652247515910349,0.8180830473666875,0.07406590168198265,MedAlpaca (7b),6
486,risk_factor_cad_extraction,medalpaca-7b,Annotator_4,0.12030896849636137,0.7584062172644437,0.1072168804516322,MedAlpaca (7b),6
487,risk_factor_cad_extraction,medalpaca-7b,Annotator_5,0.0571191395855088,0.8190556490759369,0.07832879231900239,MedAlpaca (7b),6
488,risk_factor_cad_extraction,medalpaca-7b,Annotator_6,0.12466439847254236,0.7813702969144383,0.12164771674444869,MedAlpaca (7b),6
489,risk_factor_cad_extraction,medalpaca-7b,Annotator_7,0.04033093948041997,0.8062144221004566,0.05115139579827304,MedAlpaca (7b),6
490,risk_factor_cad_extraction,medalpaca-7b,Annotator_8,0.1671933843357453,0.7792354090450992,0.13845902874469448,MedAlpaca (7b),6
491,risk_factor_cad_extraction,medalpaca-7b,Annotator_9,0.0697134968111405,0.8218213206333926,0.0935863295553445,MedAlpaca (7b),6
60,concept_problem_extraction,medalpaca-7b,Annotator_1,0.25541766012381006,0.24338382848886275,0.20262637321997418,MedAlpaca (7b),6
61,concept_problem_extraction,medalpaca-7b,Annotator_10,0.268211893787225,0.2778254407516863,0.21473755509551223,MedAlpaca (7b),6
62,concept_problem_extraction,medalpaca-7b,Annotator_11,0.38396582556722947,0.260432202931437,0.26801987391413584,MedAlpaca (7b),6
63,concept_problem_extraction,medalpaca-7b,Annotator_12,0.35248945195873477,0.23577478249993922,0.24160775869573353,MedAlpaca (7b),6
65,concept_problem_extraction,medalpaca-7b,Annotator_3,0.285115025948293,0.26123651762733463,0.21749501191255222,MedAlpaca (7b),6
232,concept_treatment_extraction,medalpaca-7b,Annotator_2,0.08281477723601745,0.1858711393542764,0.10295174635665494,MedAlpaca (7b),6
230,concept_treatment_extraction,medalpaca-7b,Annotator_11,0.26731452793167004,0.33772198782049667,0.23395649530504103,MedAlpaca (7b),6
150,concept_test_extraction,medalpaca-7b,Annotator_4,0.17573309051497138,0.16865965749448608,0.14491453424815678,MedAlpaca (7b),6
151,concept_test_extraction,medalpaca-7b,Annotator_5,0.05032595715822146,0.21946199839905153,0.049658393054378365,MedAlpaca (7b),6
152,concept_test_extraction,medalpaca-7b,Annotator_6,0.24757961079174629,0.235929346824096,0.1919960687784553,MedAlpaca (7b),6
153,concept_test_extraction,medalpaca-7b,Annotator_7,0.17140114488462968,0.1837385391838876,0.1213787672916559,MedAlpaca (7b),6
154,concept_test_extraction,medalpaca-7b,Annotator_8,0.17013213616186074,0.20590298681295782,0.16049069010827674,MedAlpaca (7b),6
407,medication_extraction,medalpaca-7b,Annotator_9,0.6418674648534499,0.5532083020300312,0.5559548321693554,MedAlpaca (7b),6
406,medication_extraction,medalpaca-7b,Annotator_8,0.7186711022500216,0.5593302307040428,0.5802323764861899,MedAlpaca (7b),6
405,medication_extraction,medalpaca-7b,Annotator_7,0.5344302609660939,0.5213344552893796,0.47135626995237434,MedAlpaca (7b),6
404,medication_extraction,medalpaca-7b,Annotator_6,0.7541623733807445,0.5262535239797377,0.5930934041425268,MedAlpaca (7b),6
403,medication_extraction,medalpaca-7b,Annotator_5,0.6245202407308262,0.5330531653217904,0.5352580901287136,MedAlpaca (7b),6
402,medication_extraction,medalpaca-7b,Annotator_4,0.526728196105199,0.48497481128911285,0.43342460306899994,MedAlpaca (7b),6
401,medication_extraction,medalpaca-7b,Annotator_3,0.5274453563866653,0.5688574102715525,0.4913002421824447,MedAlpaca (7b),6
400,medication_extraction,medalpaca-7b,Annotator_2,0.6729247481222026,0.5345244910833697,0.5479787390958114,MedAlpaca (7b),6
399,medication_extraction,medalpaca-7b,Annotator_12,0.6455923751936544,0.5625315454754412,0.5607667715605753,MedAlpaca (7b),6
398,medication_extraction,medalpaca-7b,Annotator_11,0.5824963749238425,0.5468658497363029,0.5261046540624092,MedAlpaca (7b),6
397,medication_extraction,medalpaca-7b,Annotator_10,0.6046941538836491,0.5689812990317552,0.5479770132349262,MedAlpaca (7b),6
396,medication_extraction,medalpaca-7b,Annotator_1,0.5639415741934092,0.5330723440101857,0.5022637127693309,MedAlpaca (7b),6
149,concept_test_extraction,medalpaca-7b,Annotator_3,0.028448690326064962,0.2527867424779659,0.0391513411028394,MedAlpaca (7b),6
231,concept_treatment_extraction,medalpaca-7b,Annotator_12,0.3681208845752997,0.312551367969186,0.2736851694364529,MedAlpaca (7b),6
148,concept_test_extraction,medalpaca-7b,Annotator_2,0.15341073169530497,0.20795855850806394,0.12389514435956672,MedAlpaca (7b),6
146,concept_test_extraction,medalpaca-7b,Annotator_11,0.09953584612675051,0.28677918798445284,0.10500818920569477,MedAlpaca (7b),6
229,concept_treatment_extraction,medalpaca-7b,Annotator_10,0.11229552821381346,0.29278457273277053,0.12199255412229643,MedAlpaca (7b),6
228,concept_treatment_extraction,medalpaca-7b,Annotator_1,0.22719293101932372,0.3164968756256279,0.20766735742788303,MedAlpaca (7b),6
71,concept_problem_extraction,medalpaca-7b,Annotator_9,0.25203711475797386,0.24562726891180886,0.2018614556131194,MedAlpaca (7b),6
